Идентификатор;Номер заказа;Ид. реактива;Ид. заказчика;Вес в граммах;Дата заказа;Ид. магазина;Стоимость партии
1651;SH356559TK;1618;62;974.911;2022-03-17;5;71408331.10599999
1652;SH356559TK;709;62;257.819;2022-03-17;5;9541881.190000001
1653;FY384958QA;1861;4;545.836;2012-01-15;8;50839165.04
1654;FY384958QA;1795;4;654.025;2012-01-15;8;4045798.65
1655;JR646523EC;389;42;425.121;2015-05-08;4;34118936.096999995
1656;JR646523EC;642;42;181.94;2015-05-08;4;2821343.58
1657;JR646523EC;213;42;828.37;2015-05-08;4;55284585.43
1658;AS084938RB;1273;51;909.009;2022-05-12;4;10396335.933
1659;AS084938RB;281;51;864.255;2022-05-12;4;60905778.36
1660;AS084938RB;1345;51;129.551;2022-05-12;4;4934468.039
1661;IY864746YO;12;17;714.539;2017-05-26;7;54539332.791999996
1662;IY864746YO;346;17;869.742;2017-05-26;7;64701846.864
1663;IY864746YO;1230;17;529.907;2017-05-26;7;38698048.396000005
1664;SL193978RK;53;75;798.06;2011-02-15;4;56880928.44
1665;SL193978RK;1237;75;370.801;2011-02-15;4;4006504.8049999997
1666;SL193978RK;202;75;242.751;2011-02-15;4;21745149.078
1667;XT477609DL;495;2;31.299;2017-01-21;3;1501256.535
1668;XT477609DL;1122;2;30.622;2017-01-21;3;167257.364
1669;GY232772XA;575;57;725.455;2017-05-24;5;71587899.4
1670;GY232772XA;63;57;467.994;2017-05-24;5;9261133.266
1671;AD739389OQ;1765;30;617.387;2022-01-12;3;31967064.085999995
1672;AD739389OQ;307;30;733.901;2022-01-12;3;60443352.459
1673;MX346053TA;1411;63;827.126;2014-07-27;6;14373795.628
1674;MX346053TA;609;63;196.67;2014-07-27;6;8060519.949999999
1675;MX346053TA;1825;63;839.03;2014-07-27;6;31673382.5
1676;JH457858ND;1361;54;639.148;2012-07-24;3;49802412.160000004
1677;JH457858ND;69;54;209.056;2012-07-24;3;13384392.288
1678;PE632404QJ;1879;76;788.251;2022-10-08;3;48322151.052999996
1679;PE632404QJ;644;76;988.422;2022-10-08;3;49115677.602
1680;XZ149133JO;1493;77;375.284;2020-08-02;6;32948058.779999997
1681;CP674553LY;1242;69;227.605;2014-04-05;1;19710365.395
1682;CP674553LY;1256;69;846.969;2014-04-05;1;60528639.585
1683;DS476938QS;1944;73;246.753;2014-05-22;2;5829786.378
1684;DS476938QS;1939;73;515.911;2014-05-22;2;33315984.646999996
1685;EK318955OE;770;74;880.132;2018-02-23;0;26065109.18
1686;TP140081EN;614;20;928.026;2011-10-16;3;63115976.286
1687;IP450012JI;291;45;369.275;2017-10-12;3;11094128.825
1688;IP450012JI;829;45;454.715;2017-10-12;3;2097600.295
1689;ZK455589TI;316;87;783.535;2014-01-22;4;64473961.01
1690;ZK455589TI;720;87;937.498;2014-01-22;4;43050845.658
1691;YK176110EB;1155;7;561.875;2013-10-14;5;38388423.75
1692;YK176110EB;1220;7;491.922;2013-10-14;5;27771948.432
1693;YK176110EB;737;7;938.445;2013-10-14;5;1632894.3
1694;HD920189BE;107;47;888.334;2014-07-29;0;67945114.324
1695;FB110122RS;1867;92;657.979;2019-10-11;3;17572645.153
1696;FB110122RS;564;92;270.68;2019-10-11;3;16581315.440000001
1697;NK017277BF;1046;60;179.927;2014-03-10;6;1165387.179
1698;KF675983DR;1722;95;791.875;2011-02-27;3;55856486.875
1699;CJ249269MP;827;98;821.226;2015-11-02;2;24152256.66
1700;CJ249269MP;924;98;482.832;2015-11-02;2;30212729.568
1701;NO399345AK;1446;7;526.887;2019-01-17;3;29383961.102999996
1702;NO399345AK;1522;7;642.687;2019-01-17;3;39737337.21
1703;NO399345AK;1859;7;710.89;2019-01-17;3;49168706.85
1704;NG928604YP;1177;42;824.217;2016-05-17;3;43461786.627
1705;NG928604YP;1038;42;906.545;2016-05-17;3;77095306.435
1706;NG928604YP;1657;42;554.536;2016-05-17;3;37117312.624
1707;XC403616ZS;933;54;914.374;2021-09-11;3;45932663.516
1708;XC403616ZS;1854;54;68.259;2021-09-11;3;5323382.892
1709;NF017443DO;1543;49;738.117;2012-05-10;0;70969211.433
1710;UR932801KV;1782;86;25.756;2017-09-22;5;2041420.56
1711;UR932801KV;1882;86;644.95;2017-09-22;5;950011.3500000001
1712;UR932801KV;1926;86;931.401;2017-09-22;5;60420914.271
1713;KW310208ZQ;1395;18;123.708;2019-12-07;7;8176851.384
1714;JJ584446HO;217;69;611.582;2013-05-27;3;25567797.092
1715;AK348059XB;592;81;0.195;2014-03-09;6;4868.37
1716;AK348059XB;204;81;369.758;2014-03-09;6;4166063.386
1717;AK348059XB;1101;81;776.863;2014-03-09;6;38084931.712000005
1718;VI310115ZR;40;31;805.936;2014-05-19;8;42482498.432000004
1719;VI310115ZR;720;31;9.822;2014-05-19;8;451036.062
1720;VI310115ZR;1478;31;911.763;2014-05-19;8;15546470.913
1721;TZ219412UU;563;77;900.789;2016-04-23;3;84324659.868
1722;RE547140FF;106;20;19.835;2017-11-30;8;1304508.28
1723;UG035524QZ;25;11;322.284;2022-06-19;1;502763.04
1724;HY068525BJ;461;81;561.634;2020-01-22;1;49656870.11
1725;NP688110XM;109;11;798.296;2012-08-28;7;62481031.328
1726;NP688110XM;1473;11;306.827;2012-08-28;7;8748251.424
1727;VD686895DR;912;29;327.664;2021-09-19;1;8113943.631999999
1728;VD686895DR;1940;29;128.246;2021-09-19;1;7250259.364000001
1729;FV548802VB;389;81;741.43;2013-07-03;6;59504947.51
1730;FV548802VB;448;81;422.771;2013-07-03;6;28219541.479000002
1731;AZ413060GX;1015;49;585.088;2022-06-17;5;56701463.168
1732;AZ413060GX;1129;49;942.468;2022-06-17;5;31829971.764
1733;AZ413060GX;7;49;132.907;2022-06-17;5;7268285.109
1734;WS021686LM;1501;96;993.805;2012-12-14;3;64392601.169999994
1735;WS021686LM;736;96;187.588;2012-12-14;3;5079320.276
1736;WS021686LM;1677;96;435.305;2012-12-14;3;33141946.175
1737;JU583113BK;51;88;132.944;2016-12-14;5;7078204.447999999
1738;JU583113BK;1899;88;408.141;2016-12-14;5;23248935.783
1739;DI111567XF;154;53;381.705;2018-01-26;3;23091243.974999998
1740;NI460476FY;211;91;77.682;2011-09-18;7;3111785.556
1741;NI460476FY;1708;91;448.577;2011-09-18;7;30883180.719
1742;NI460476FY;834;91;169.864;2011-09-18;7;7662904.768
1743;OM581925YJ;254;44;946.491;2012-11-08;1;370077.98099999997
1744;WW866494AD;1748;78;397.423;2012-06-25;3;29668421.796
1745;BA597301CA;531;54;164.778;2015-04-29;6;5521051.668
1746;BA597301CA;839;54;433.516;2015-04-29;6;9932718.592
1747;BA597301CA;309;54;506.511;2015-04-29;6;24557679.324
1748;JT794120NW;563;40;105.252;2015-10-27;2;9852850.224
1749;JT794120NW;1246;40;390.755;2015-10-27;2;35860367.86
1750;JT794120NW;1078;40;624.116;2015-10-27;2;43209423.028
1751;OQ340313UF;873;49;633.967;2016-08-01;2;13362756.425999999
1752;EW513533HQ;1969;29;132.402;2013-09-29;2;5613579.995999999
1753;EW513533HQ;1043;29;361.963;2013-09-29;2;23843950.662
1754;EW513533HQ;31;29;115.266;2013-09-29;2;1306424.844
1755;KR325550HY;231;85;39.666;2020-04-08;8;2102179.002
1756;KR325550HY;968;85;558.426;2020-04-08;8;51017799.36000001
1757;FM235132XP;192;36;225.699;2017-12-02;6;4167983.433
1758;FM235132XP;337;36;846.304;2017-12-02;6;7443243.68
1759;FM235132XP;931;36;652.043;2017-12-02;6;14273221.27
1760;VR587853WX;449;56;893.998;2017-10-16;1;35967327.536
1761;HO457161SD;992;23;770.448;2013-06-17;8;2229676.512
1762;HO457161SD;1571;23;980.429;2013-06-17;8;92608382.053
1763;HO457161SD;1475;23;762.247;2013-06-17;8;67212653.719
1764;MT287989HZ;949;59;305.474;2013-05-08;7;25872425.904
1765;MT287989HZ;674;59;910.685;2013-05-08;7;86970417.5
1766;RR337080YK;1541;73;951.036;2011-07-21;7;91687478.688
1767;RR337080YK;1026;73;246.275;2011-07-21;7;21106013.775000002
1768;ZL837462HL;627;6;28.735;2019-11-26;3;2728848.01
1769;SF876011OC;1746;95;681.195;2011-09-21;6;31865620.905
1770;WO047992JS;96;18;425.082;2015-02-09;5;3668457.66
1771;WO047992JS;1102;18;514.666;2015-02-09;5;20119837.938
1772;WO047992JS;1679;18;662.4;2015-02-09;5;61719120.0
1773;QX943296AC;755;69;791.599;2015-09-07;4;13668539.933
1774;QX943296AC;13;69;670.858;2015-09-07;4;30299301.569999997
1775;QX943296AC;1590;69;934.649;2015-09-07;4;50782284.117
1776;LN627165XC;1943;60;397.013;2018-06-03;0;33483282.393999998
1777;IH402162IX;1891;96;727.285;2017-12-11;8;37408631.26
1778;IH402162IX;861;96;835.707;2017-12-11;8;80097501.708
1779;VF346466FY;1786;52;307.782;2012-03-07;8;17742093.39
1780;VF346466FY;1924;52;319.418;2012-03-07;8;29951187.024
1781;AK967737ED;1994;54;999.912;2012-06-13;7;74093479.2
1782;AK967737ED;1192;54;573.051;2012-06-13;7;16334245.704000002
1783;NB980119ZH;1024;0;503.543;2013-08-27;6;8720357.674
1784;NB980119ZH;492;0;741.617;2013-08-27;6;20708913.108
1785;NB980119ZH;348;0;624.095;2013-08-27;6;48834185.56
1786;WZ684514ZQ;1603;68;648.495;2017-09-03;6;9936240.39
1787;WZ684514ZQ;1558;68;763.325;2017-09-03;6;55365488.900000006
1788;HC704263DG;254;60;406.071;2017-09-20;6;158773.761
1789;HC704263DG;129;60;586.294;2017-09-20;6;32978451.206
1790;YU213387IR;322;29;729.755;2015-02-06;0;9253293.4
1791;YU213387IR;1629;29;649.179;2015-02-06;0;61277953.346999995
1792;EL026425SW;1313;16;638.878;2019-09-04;2;55429694.15800001
1793;VK447490HP;977;65;857.375;2020-12-28;2;14243570.875
1794;VK447490HP;1024;65;600.17;2020-12-28;2;10393744.059999999
1795;VK447490HP;971;65;987.196;2020-12-28;2;1025696.644
1796;XB419733RS;1972;8;868.952;2016-10-04;3;57018023.384
1797;XB419733RS;1686;8;217.87;2016-10-04;3;13182877.96
1798;XB419733RS;1924;8;373.092;2016-10-04;3;34984090.655999996
1799;JJ815079EI;318;94;274.106;2016-02-16;1;26588830.212
1800;CB112811BI;132;17;370.971;2017-02-06;2;18785600.469
1801;RE423073LP;1943;40;369.159;2021-12-26;2;31134131.742
1802;RG152935IW;478;57;911.239;2022-10-27;7;66487642.396000005
1803;YO557240QU;383;54;924.138;2012-02-08;0;71178032.898
1804;YO557240QU;320;54;200.912;2012-02-08;0;1092760.368
1805;SQ093320HA;1900;42;470.356;2011-04-12;4;42193755.336
1806;SQ093320HA;1210;42;315.016;2011-04-12;4;17052761.128000002
1807;SQ093320HA;609;42;641.216;2011-04-12;4;26280237.76
1808;WT402123FX;1383;61;8.545;2017-06-12;0;686889.825
1809;YN413062PY;693;57;819.55;2018-07-28;0;21863954.9
1810;LB602019YP;792;19;291.112;2015-08-18;8;16575626.168000001
1811;LB602019YP;87;19;598.362;2015-08-18;8;49031577.366
1812;UP623917NI;1101;54;818.575;2020-07-14;2;40129820.800000004
1813;UP623917NI;1271;54;534.586;2020-07-14;2;38720063.980000004
1814;UP623917NI;864;54;104.472;2020-07-14;2;5860879.199999999
1815;OT315172LI;685;17;406.181;2021-10-05;4;6409942.361
1816;OT315172LI;1345;17;248.293;2021-10-05;4;9457232.077
1817;PZ671884KY;311;91;47.216;2020-07-19;0;3219989.552
1818;YH405148DA;1685;19;121.404;2018-07-31;7;3468269.472
1819;DN554394WC;1576;94;184.636;2012-11-02;5;17360584.536
1820;DN554394WC;30;94;416.435;2012-11-02;5;14040938.895
1821;SZ755734HV;363;17;271.551;2017-11-03;3;20278070.925
1822;SZ755734HV;610;17;706.708;2017-11-03;3;68697671.264
1823;SZ755734HV;688;17;590.958;2017-11-03;3;28813339.206
1824;MO940492NR;1202;19;820.788;2020-10-11;4;33145061.016
1825;MO940492NR;572;19;834.43;2020-10-11;4;61589278.3
1826;MO940492NR;148;19;799.845;2020-10-11;4;70587121.095
1827;LA001104KW;1804;49;314.037;2017-08-12;3;8566929.36
1828;AQ763799LT;865;0;356.95;2016-09-10;7;24379328.05
1829;AQ763799LT;616;0;93.715;2016-09-10;7;379452.03500000003
1830;AQ763799LT;959;0;421.005;2016-09-10;7;28534455.884999998
1831;JG122167RN;557;97;572.814;2021-06-02;8;41076491.94
1832;HH814128ON;769;41;527.673;2012-05-22;7;43924028.193
1833;PF421414PK;979;21;101.767;2021-03-10;6;3615781.51
1834;PF421414PK;1429;21;166.244;2021-03-10;6;13949534.04
1835;OM185107IZ;645;32;867.173;2015-05-08;7;10518808.49
1836;OM185107IZ;1898;32;20.005;2015-05-08;7;498764.66
1837;OM185107IZ;292;32;894.306;2015-05-08;7;53038605.942
1838;EL658432RB;603;7;125.477;2011-09-13;4;11865230.597000001
1839;EL658432RB;1141;7;84.996;2011-09-13;4;6447201.5879999995
1840;EL658432RB;736;7;683.719;2011-09-13;4;18513059.363
1841;CI199539IS;1489;50;386.844;2011-04-30;1;20261341.344
1842;CI199539IS;31;50;138.665;2011-04-30;1;1571629.1099999999
1843;HG250289HK;1122;26;885.769;2012-07-21;3;4838070.278
1844;HG250289HK;864;26;307.056;2012-07-21;3;17225841.599999998
1845;TB195495RC;1794;5;404.209;2012-07-07;0;9844914.404
1846;TB195495RC;982;5;289.143;2012-07-07;0;26159923.781999998
1847;TB195495RC;1749;5;137.12;2012-07-07;0;3928899.3600000003
1848;BP577575GZ;1969;18;101.015;2013-04-02;0;4282833.97
1849;BP577575GZ;113;18;179.231;2013-04-02;0;11276676.827
1850;BP577575GZ;53;18;125.898;2013-04-02;0;8973254.052
1851;LE512095RG;613;59;456.006;2021-01-30;8;40051918.992
1852;LE512095RG;1479;59;664.44;2021-01-30;8;33542260.080000002
1853;LE512095RG;917;59;622.807;2021-01-30;8;34163455.178
1854;HZ549639AS;863;85;745.104;2020-05-14;3;21716056.080000002
1855;SO631838PE;449;46;772.437;2020-10-21;5;31076685.384
1856;SO631838PE;1927;46;820.46;2020-10-21;5;43382642.96
1857;FG759570EI;58;38;473.952;2019-04-24;6;44573763.744
1858;ZV842119JR;164;85;800.478;2018-05-26;3;47590018.055999994
1859;KD028154AS;558;66;978.261;2014-06-18;5;27937177.638
1860;KD028154AS;747;66;781.455;2014-06-18;5;13875514.98
1861;KD028154AS;1408;66;664.813;2014-06-18;5;21283988.195
1862;HU005720YF;1297;65;30.12;2013-09-04;7;842064.8400000001
1863;HU005720YF;681;65;827.061;2013-09-04;7;48617953.824
1864;QU554763QM;168;83;983.345;2012-04-21;5;60148263.615
1865;QU554763QM;1038;83;591.719;2012-04-21;5;50321558.917
1866;QU554763QM;1612;83;544.624;2012-04-21;5;27069991.296
1867;GL351773BQ;1797;22;493.673;2012-03-22;6;44531279.292
1868;AS376600KG;237;97;655.668;2017-12-09;3;19330403.976
1869;AS376600KG;180;97;630.535;2017-12-09;3;41959582.11
1870;AS376600KG;1761;97;147.677;2017-12-09;3;7349145.904999999
1871;AS177136YZ;1142;3;76.083;2014-07-12;8;4924015.677
1872;LH085699VV;1528;55;66.947;2019-02-20;8;313579.748
1873;LH085699VV;1567;55;61.651;2019-02-20;8;4565379.852
1874;ID585963VT;275;13;202.782;2013-12-20;7;16554919.698
1875;FM681525TJ;1879;61;585.649;2020-10-28;2;35902040.647
1876;FM681525TJ;778;61;538.876;2020-10-28;2;921477.96
1877;NE447238GZ;50;37;86.864;2015-02-14;1;3947621.344
1878;NE447238GZ;829;37;962.048;2015-02-14;1;4437927.424
1879;NE447238GZ;1356;37;955.515;2015-02-14;1;55035752.97
1880;ZF276109TD;567;28;140.818;2015-03-05;5;12200893.974000001
1881;ZF276109TD;1578;28;686.41;2015-03-05;5;24532979.81
1882;ET728003UN;644;0;877.505;2021-02-14;1;43604100.955
1883;ET728003UN;450;0;884.358;2021-02-14;1;8788749.804
1884;VX725550YU;1778;33;369.952;2013-01-22;3;9016470.144
1885;LZ045595LE;1876;85;425.582;2018-11-02;0;22374973.65
1886;QH054443AM;677;73;1.532;2016-09-02;8;13116.984
1887;QH054443AM;1105;73;696.238;2016-09-02;8;15192609.398000002
1888;QH054443AM;263;73;639.487;2016-09-02;8;59845111.921
1889;YF053434MC;585;38;507.01;2014-04-14;3;19286660.4
1890;YU932359UY;1167;70;595.955;2015-09-28;1;47593562.255
1891;YU932359UY;895;70;290.989;2015-09-28;1;4825470.586999999
1892;YU932359UY;584;70;347.862;2015-09-28;1;22298302.062000003
1893;SO230799SC;784;43;812.028;2018-04-09;2;20929209.672000002
1894;SO230799SC;1341;43;710.858;2018-04-09;2;4907052.773999999
1895;SO230799SC;1734;43;130.115;2018-04-09;2;10961408.06
1896;FC243161AY;144;81;183.747;2014-05-30;2;15996830.073
1897;LT875844IL;1023;96;116.947;2015-06-17;3;10068785.859000001
1898;LT875844IL;1958;96;424.06;2015-06-17;3;36913574.88
1899;LT875844IL;395;96;977.457;2015-06-17;3;73778454.36
1900;HE313859MN;1186;52;805.768;2017-04-09;0;4247203.1280000005
1901;HE313859MN;1160;52;536.764;2017-04-09;0;32223016.448
1902;SO673146MW;682;48;609.642;2022-12-22;1;15720838.254
1903;SO673146MW;1815;48;622.549;2022-12-22;1;19160190.573
1904;SO673146MW;1578;48;707.333;2022-12-22;1;25280788.753
1905;NW342743BA;1928;28;563.809;2021-01-20;0;11801086.179
1906;FE406990NF;788;44;258.831;2018-02-03;2;5226574.383
1907;GS195869VN;753;36;182.413;2016-09-21;5;7522529.707
1908;GS195869VN;848;36;526.753;2016-09-21;5;28650095.67
1909;GS195869VN;1878;36;441.854;2016-09-21;5;21353036.404
1910;FV770138VK;1157;0;128.641;2019-03-22;6;12457980.363
1911;FV770138VK;1910;0;912.886;2019-03-22;6;74605608.35
1912;JB460959HK;1493;20;760.804;2020-07-30;4;66794787.18
1913;JB460959HK;660;20;880.086;2020-07-30;4;59431327.494
1914;UO969190XC;815;8;473.658;2020-08-10;4;2865157.242
1915;UO969190XC;1654;8;755.128;2020-08-10;4;70475341.112
1916;MS276543FA;377;98;636.007;2020-11-04;0;62903000.320999995
1917;MS276543FA;889;98;174.642;2020-11-04;0;15444814.554
1918;MS276543FA;1196;98;404.562;2020-11-04;0;3338041.062
1919;XV899519KP;124;37;632.851;2015-09-16;3;5443784.302
1920;XV899519KP;225;37;752.661;2015-09-16;3;10699828.775999999
1921;TV086654PW;1916;88;799.149;2011-07-21;2;44630873.352
1922;TV086654PW;679;88;17.318;2011-07-21;2;411596.906
1923;FQ073000OC;1926;22;520.01;2019-06-05;6;33733568.71
1924;FQ073000OC;613;22;713.856;2019-06-05;6;62699400.192
1925;FQ073000OC;1174;22;406.214;2019-06-05;6;15122128.578
1926;RX606609NY;863;36;88.561;2019-03-20;0;2581110.345
1927;RX606609NY;1521;36;383.517;2019-03-20;0;10810960.713
1928;SC215590VK;932;15;133.171;2013-05-13;1;10187581.5
1929;SC215590VK;197;15;710.814;2013-05-13;1;16606747.481999999
1930;FI205688HM;583;44;823.842;2016-02-14;5;73955472.498
1931;JH197016BT;1210;63;526.282;2016-05-22;1;28489223.506
1932;JH197016BT;1088;63;555.586;2016-05-22;1;25636404.798
1933;YZ681167CE;242;67;509.19;2012-08-11;2;374763.84
1934;YZ681167CE;1498;67;255.147;2012-08-11;2;17416334.22
1935;YZ681167CE;1348;67;399.259;2012-08-11;2;39504681.755
1936;OO910720XH;33;35;466.56;2022-07-17;7;19805938.56
1937;OO910720XH;930;35;145.933;2022-07-17;7;13117917.37
1938;LY092083PC;1401;21;879.605;2019-08-18;0;4303907.265
1939;LY092083PC;1886;21;693.356;2019-08-18;0;44436492.684
1940;YW102905DG;313;11;532.637;2017-11-20;0;5821189.772999999
1941;YW102905DG;1420;11;160.181;2017-11-20;0;942665.185
1942;YW102905DG;1377;11;941.053;2017-11-20;0;54229120.178
1943;WI276190JU;889;13;464.16;2015-06-16;0;41048917.92
1944;WI276190JU;973;13;761.236;2015-06-16;0;62361975.592
1945;WI276190JU;511;13;870.732;2015-06-16;0;20744319.167999998
1946;QT491754MZ;348;9;54.573;2021-05-27;6;4270228.104
1947;ZB408550XE;1555;72;71.424;2013-06-24;0;6068968.704000001
1948;OO529084VR;63;72;345.38;2018-12-28;7;6834724.82
1949;JS195628UQ;1983;88;15.302;2018-09-18;0;1468793.074
1950;JS195628UQ;250;88;184.388;2018-09-18;0;2509336.292
1951;JS195628UQ;708;88;659.043;2018-09-18;0;31425806.412
1952;EI087766JE;1808;77;649.396;2012-12-21;4;32661371.819999997
1953;UR564909AP;1675;88;362.812;2021-03-05;7;31313215.284
1954;UR564909AP;1779;88;12.259;2021-03-05;7;377172.653
1955;RQ130000LV;651;97;22.793;2020-02-23;2;2263937.518
1956;RQ130000LV;787;97;208.921;2020-02-23;2;9598039.661
1957;PE316431LZ;1169;77;943.613;2017-02-15;6;49131098.071
1958;IO554500HT;579;43;827.149;2013-09-30;0;54393318.24
1959;RW070846SH;1467;58;770.716;2011-03-26;1;863972.636
1960;IQ941636PQ;277;86;394.3;2016-07-26;3;37466780.300000004
1961;IQ941636PQ;966;86;830.771;2016-07-26;3;61978839.684
1962;EK113253OK;653;67;149.933;2015-08-26;2;13504615.242999999
1963;EK113253OK;230;67;52.181;2015-08-26;2;2074873.103
1964;EK113253OK;1463;67;883.014;2015-08-26;2;64185404.646
1965;SP810026VB;716;41;652.07;2021-02-01;6;37647913.52
1966;SL632567BD;1084;47;329.089;2019-05-27;6;4130725.128
1967;RJ696054MA;969;15;273.257;2011-08-23;5;24789328.526
1968;RJ696054MA;1691;15;287.652;2011-08-23;5;24965029.428
1969;RJ696054MA;1429;15;868.491;2011-08-23;5;72875079.81
1970;NN074902QK;1973;40;168.811;2022-05-31;8;5312482.17
1971;NN074902QK;1056;40;205.413;2022-05-31;8;957635.4060000001
1972;UG763325QV;488;25;755.887;2013-03-12;7;25404606.183
1973;ZK641036GQ;501;11;54.985;2017-07-25;8;3233392.925
1974;ZK641036GQ;1747;11;207.023;2017-07-25;8;17389724.976999998
1975;QU830366NX;354;88;779.323;2022-03-13;3;13063791.449
1976;IB568684BG;447;81;957.664;2019-03-06;2;88580089.344
1977;IB568684BG;1614;81;40.771;2019-03-06;2;3253036.548
1978;IB568684BG;887;81;143.341;2019-03-06;2;8349183.227000001
1979;AP859762FI;1817;23;703.258;2014-08-11;7;11881543.91
1980;AP859762FI;1548;23;635.541;2014-08-11;7;27283775.130000003
1981;AP859762FI;1996;23;185.922;2014-08-11;7;4570520.526
1982;XG406383HB;1607;84;677.515;2022-10-25;7;29192088.805
1983;XG406383HB;1341;84;900.494;2022-10-25;7;6216110.082
1984;XG406383HB;496;84;71.59;2022-10-25;7;617320.5700000001
1985;FL083620FC;432;65;608.765;2017-12-02;2;38888516.964999996
1986;FL083620FC;1130;65;636.852;2017-12-02;2;52895653.416
1987;LU266475JO;984;23;506.32;2020-07-03;8;2129581.92
